panel,agent,seed,captured_seed,group_mean,group_sd,group_n
linked,meta_online,10,0.5634521174079257,0.9686063739672971,0.28153043406663925,25
linked,meta_online,11,0.33643267084863177,0.9686063739672971,0.28153043406663925,25
linked,meta_online,12,0.5089386093990086,0.9686063739672971,0.28153043406663925,25
linked,meta_online,13,0.8502253000813387,0.9686063739672971,0.28153043406663925,25
linked,meta_online,14,0.21932510290309787,0.9686063739672971,0.28153043406663925,25
linked,meta_online,15,1.3044056997095383,0.9686063739672971,0.28153043406663925,25
linked,meta_online,16,1.1963919788632051,0.9686063739672971,0.28153043406663925,25
linked,meta_online,17,1.1712361985846123,0.9686063739672971,0.28153043406663925,25
linked,meta_online,18,0.9394395910328315,0.9686063739672971,0.28153043406663925,25
linked,meta_online,19,0.901099721504969,0.9686063739672971,0.28153043406663925,25
linked,meta_online,20,1.2770250513248176,0.9686063739672971,0.28153043406663925,25
linked,meta_online,21,1.0048114830594554,0.9686063739672971,0.28153043406663925,25
linked,meta_online,22,1.0885855689469166,0.9686063739672971,0.28153043406663925,25
linked,meta_online,23,1.2183402309731577,0.9686063739672971,0.28153043406663925,25
linked,meta_online,24,1.0122308977957206,0.9686063739672971,0.28153043406663925,25
linked,meta_online,25,1.083515720122132,0.9686063739672971,0.28153043406663925,25
linked,meta_online,26,1.023843802615253,0.9686063739672971,0.28153043406663925,25
linked,meta_online,27,1.1253083960883825,0.9686063739672971,0.28153043406663925,25
linked,meta_online,28,1.0567359011097177,0.9686063739672971,0.28153043406663925,25
linked,meta_online,29,0.7844301260571658,0.9686063739672971,0.28153043406663925,25
linked,meta_online,30,1.214127361886233,0.9686063739672971,0.28153043406663925,25
linked,meta_online,31,1.2324602297728053,0.9686063739672971,0.28153043406663925,25
linked,meta_online,32,1.0852520101522898,0.9686063739672971,0.28153043406663925,25
linked,meta_online,33,0.9206901683804032,0.9686063739672971,0.28153043406663925,25
linked,meta_online,34,1.096855410562819,0.9686063739672971,0.28153043406663925,25
linked,meta_frozen,10,0.3240048674554969,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,11,0.6465592537418192,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,12,0.9049099232362972,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,13,0.9381420235989186,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,14,0.7776766945488176,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,15,1.0576815587677146,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,16,1.0029538105017974,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,17,0.8670008562813359,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,18,0.36545185264476726,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,19,0.3449205471228869,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,20,0.6548394873366383,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,21,0.7179640634651154,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,22,1.0433718882915861,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,23,0.3277708317675959,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,24,0.8772766380243626,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,25,0.9322854235469187,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,26,0.6174023541367618,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,27,0.7166870459192511,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,28,0.7706311898787991,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,29,0.8736394382301089,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,30,0.9373760233067152,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,31,-0.7710549454844748,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,32,0.9034668017019367,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,33,0.9986224553989029,0.7121547203530373,0.37648273434577567,25
linked,meta_frozen,34,0.9742879254058655,0.7121547203530373,0.37648273434577567,25
linked,meta_oracle,10,1.0773423589634095,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,11,0.9466935202307626,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,12,0.9839843380199988,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,13,0.850968348400389,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,14,1.0258452373773468,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,15,1.32745388813712,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,16,1.2418500195599464,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,17,1.0738865056979776,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,18,0.9689576446757033,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,19,1.2763821161768365,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,20,1.2359197286218027,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,21,1.0663304761147403,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,22,1.2891347450978192,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,23,1.0510971734316987,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,24,1.0122023002475897,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,25,1.0942532177770903,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,26,1.1114939569922302,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,27,0.9710040558718083,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,28,1.0332276200766335,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,29,0.9631326929374593,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,30,1.2017613875506925,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,31,2.2407456171205458,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,32,1.0561377174528481,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,33,1.094940781969596,1.1309763562029767,0.2546620951029777,25
linked,meta_oracle,34,1.0796634565723706,1.1309763562029767,0.2546620951029777,25
linked,robust,10,-2.7431727529209193,0.20469574055694195,1.1402862379399497,25
linked,robust,11,-2.12547025695618,0.20469574055694195,1.1402862379399497,25
linked,robust,12,-1.6687266725633978,0.20469574055694195,1.1402862379399497,25
linked,robust,13,0.14953981163223312,0.20469574055694195,1.1402862379399497,25
linked,robust,14,-1.0176255885125118,0.20469574055694195,1.1402862379399497,25
linked,robust,15,0.07721828228864414,0.20469574055694195,1.1402862379399497,25
linked,robust,16,1.1627144530380815,0.20469574055694195,1.1402862379399497,25
linked,robust,17,1.1323009219863114,0.20469574055694195,1.1402862379399497,25
linked,robust,18,1.0061105792624703,0.20469574055694195,1.1402862379399497,25
linked,robust,19,1.0012421033549495,0.20469574055694195,1.1402862379399497,25
linked,robust,20,-1.3012923986754061,0.20469574055694195,1.1402862379399497,25
linked,robust,21,-0.6222318953256145,0.20469574055694195,1.1402862379399497,25
linked,robust,22,1.2809394812480617,0.20469574055694195,1.1402862379399497,25
linked,robust,23,1.0839905677828232,0.20469574055694195,1.1402862379399497,25
linked,robust,24,0.9555694129203319,0.20469574055694195,1.1402862379399497,25
linked,robust,25,1.0348623668181625,0.20469574055694195,1.1402862379399497,25
linked,robust,26,1.0485772279434837,0.20469574055694195,1.1402862379399497,25
linked,robust,27,0.9905662454417457,0.20469574055694195,1.1402862379399497,25
linked,robust,28,1.0952359596665233,0.20469574055694195,1.1402862379399497,25
linked,robust,29,-0.03881450745887076,0.20469574055694195,1.1402862379399497,25
linked,robust,30,0.25350279898072053,0.20469574055694195,1.1402862379399497,25
